411.9928	137670
415.4942	132495
418.9943	132915
422.4929	124875
425.9901	128640
429.486	127665
432.9804	127485
436.4734	125880
439.965	130395
443.4551	133980
446.9439	130335
450.4313	127545
453.9173	135720
457.4019	133290
460.885	136200
464.3668	134625
467.8471	134520
471.3261	142110
474.8036	130320
478.2798	133575
481.7546	133140
485.228	138330
488.6999	135045
492.1705	140670
495.6397	135300
499.1075	146055
502.5739	135000
506.0389	137775
509.5025	143655
512.9647	138870
516.4255	141090
519.8849	142770
523.343	149415
526.7997	144585
530.2549	140805
533.7089	133290
537.1613	136170
540.6125	134535
544.0622	139230
547.5106	137070
550.9575	139425
554.4031	136305
557.8473	139830
561.2901	139710
564.7316	140205
568.1716	139755
571.6104	139665
575.0476	138555
578.4836	140865
581.9182	136620
585.3513	136800
588.7831	133200
592.2136	138570
595.6426	134220
599.0703	139380
602.4966	130050
605.9216	134595
609.3452	129510
612.7673	132585
616.1882	131790
619.6077	135735
623.0258	133680
626.4425	130935
629.8579	128535
633.2719	135750
636.6846	131880
640.0958	131400
643.5058	127215
646.9143	133725
650.3215	128130
653.7274	134220
657.1318	134175
660.535	126660
663.9368	135330
667.3372	130440
670.7362	131175
674.1339	132195
677.5302	135195
680.9252	138615
684.3188	133230
687.7111	138165
691.1021	137100
694.4916	141195
697.8799	133830
701.2668	144900
704.6523	138120
708.0364	144750
711.4193	145080
714.8008	140625
718.1809	153405
721.5598	142725
724.9372	145800
728.3133	142440
731.688	147615
735.0615	141870
738.4335	144555
741.8043	145845
745.1737	143160
748.5417	145500
751.9085	149130
755.2739	144555
758.6379	145425
762.0006	142455
765.362	143970
768.722	138165
772.0807	139650
775.4381	137505
778.7941	140820
782.1489	137445
785.5023	140115
788.8543	139035
792.205	137430
795.5544	140520
798.9025	138450
802.2492	143250
805.5946	140925
808.9387	140595
812.2814	145215
815.6229	142980
818.963	145290
822.3018	143925
825.6392	149805
828.9753	144405
832.3101	150990
835.6436	144090
838.9758	147825
842.3066	143910
845.6362	144150
848.9644	142620
852.2913	148155
855.6169	151935
858.9412	146100
862.2641	150330
865.5858	152130
868.9061	149145
872.2251	150060
875.5428	142605
878.8592	144060
882.1743	146745
885.488	149445
888.8005	146520
892.1117	152910
895.4215	149295
898.73	145710
902.0373	138945
905.3432	141525
908.6478	144930
911.9512	143250
915.2532	149325
918.5539	142035
921.8533	139500
925.1514	146280
928.4482	146625
931.7437	142410
935.038	146175
938.3309	144540
941.6225	147105
944.9128	142155
948.2018	140595
951.4896	144360
954.776	139200
958.0611	142965
961.345	140415
964.6275	146145
967.9088	142740
971.1887	150135
974.4674	142275
977.7448	144930
981.0209	146490
984.2957	152325
987.5692	143220
990.8414	147780
994.1124	153210
997.382	146550
1000.65	147600
1003.917	147195
1007.183	148785
1010.448	150765
1013.711	149505
1016.973	155595
1020.234	145005
1023.493	150930
1026.751	151215
1030.008	154500
1033.264	150195
1036.518	156165
1039.771	150885
1043.023	147810
1046.273	152910
1049.522	145020
1052.77	148350
1056.017	150750
1059.262	146235
1062.506	148110
1065.749	141210
1068.991	144600
1072.231	150225
1075.47	153525
1078.708	146745
1081.944	145530
1085.179	148305
1088.413	150135
1091.646	151305
1094.877	152370
1098.107	152190
1101.336	154380
1104.564	156675
1107.79	160380
1111.015	153030
1114.239	161745
1117.462	159450
1120.683	165120
1123.903	163260
1127.122	163995
1130.339	166650
1133.556	168315
1136.771	174240
1139.984	179820
1143.197	176520
1146.408	180345
1149.618	182880
1152.827	188520
1156.034	181170
1159.24	186210
1162.445	183300
1165.649	183780
1168.852	179790
1172.053	177225
1175.253	175275
1178.452	174990
1181.649	177780
1184.845	174450
1188.04	178350
1191.234	172605
1194.427	175995
1197.618	177060
1200.808	172245
1203.997	176925
1207.184	168105
1210.37	172035
1213.556	174690
1216.739	171315
1219.922	177105
1223.103	172215
1226.283	173535
1229.462	169710
1232.64	173670
1235.816	173895
1238.991	168720
1242.165	175590
1245.338	174540
1248.509	174375
1251.68	175650
1254.849	178200
1258.016	176265
1261.183	177795
1264.348	176760
1267.512	183255
1270.675	178890
1273.837	187185
1276.997	179130
1280.156	185715
1283.314	187695
1286.471	182835
1289.626	194340
1292.781	197475
1295.934	189960
1299.085	193170
1302.236	200010
1305.385	190020
1308.533	186630
1311.68	189780
1314.826	192000
1317.971	195690
1321.114	196710
1324.256	193110
1327.397	195645
1330.536	192180
1333.675	194025
1336.812	200700
1339.948	193575
1343.083	199275
1346.216	195705
1349.348	204045
1352.479	200415
1355.609	199995
1358.738	199200
1361.866	199425
1364.992	204330
1368.117	200220
1371.241	200340
1374.363	196320
1377.485	193215
1380.605	192975
1383.724	194745
1386.842	184620
1389.958	190170
1393.074	184095
1396.188	189810
1399.301	187245
1402.413	188790
1405.524	182145
1408.633	184395
1411.741	182730
1414.848	183915
1417.954	180750
1421.058	181920
1424.162	178170
1427.264	189105
1430.365	179700
1433.465	181740
1436.564	183015
1439.661	191565
1442.757	189090
1445.852	190875
1448.946	191955
1452.039	193140
1455.13	195270
1458.221	189945
1461.31	188040
1464.397	183195
1467.484	186585
1470.57	178230
1473.654	180990
1476.737	185100
1479.819	180495
1482.9	184515
1485.979	182430
1489.058	182715
1492.135	181965
1495.211	183030
1498.286	181200
1501.36	182130
1504.432	178335
1507.504	183765
1510.574	182685
1513.643	180855
1516.71	184485
1519.777	184110
1522.842	182070
1525.907	186345
1528.97	184545
1532.032	185925
1535.092	192015
1538.152	190305
1541.21	189660
1544.267	192510
1547.323	186825
1550.378	189420
1553.432	196785
1556.484	196980
1559.536	197715
1562.586	194850
1565.635	198240
1568.683	204045
1571.729	199065
1574.775	210735
1577.819	206430
1580.862	207270
1583.904	211575
1586.945	209745
1589.985	215070
1593.023	208005
1596.061	215250
1599.097	214875
1602.132	214500
1605.166	209355
1608.198	208050
1611.23	205020
1614.26	204060
1617.29	202515
1620.318	202860
1623.344	206910
1626.37	196935
1629.395	194985
1632.418	196395
1635.441	186075
1638.462	187260
1641.482	180840
1644.5	181395
1647.518	173895
1650.535	168405
1653.55	170055
1656.564	165780
1659.577	161625
1662.589	164640
1665.6	160905
1668.609	153930
1671.618	154500
1674.625	161265
1677.631	152895
1680.636	149115
1683.64	156135
1686.643	150555
1689.645	155430
1692.645	156705
1695.644	153600
1698.643	150660
1701.64	152640
1704.635	149625
1707.63	151650
1710.624	154830
1713.616	149085
1716.608	152685
1719.598	148755
1722.587	146250
1725.575	148620
1728.561	142845
1731.547	158175
1734.531	146370
1737.515	150030
1740.497	150570
1743.478	148515
1746.458	149595
1749.437	145425
1752.415	144060
1755.391	147330
1758.367	144240
1761.341	144975
1764.314	142245
1767.286	141375
1770.257	144870
1773.227	143190
1776.195	143160
1779.163	138240
1782.129	139410
1785.095	137565
1788.059	138000
1791.022	142920
1793.984	139305
1796.945	134850
1799.904	135330
1802.863	129495
1805.82	141495
1808.776	139410
1811.732	136065
1814.686	141630
1817.639	135930
1820.59	136575
1823.541	132990
1826.491	138870
1829.439	133740
1832.386	133365
1835.333	133440
1838.278	137115
1841.222	134175
1844.165	132870
1847.106	133500
1850.047	133245
1852.987	130905
1855.925	135945
1858.862	136440
1861.799	131580
1864.734	131070
1867.668	132555
1870.601	136875
1873.532	136230
1876.463	131460
1879.393	129330
1882.321	132015
1885.248	130860
1888.175	133815
1891.1	128880
1894.024	134400
1896.947	136215
1899.869	131520
1902.789	131865
1905.709	130920
1908.627	132360
1911.545	129180
1914.461	133440
1917.376	134790
1920.291	135165
1923.203	132720
1926.115	132765
1929.026	132495
1931.936	137910
1934.845	134445
1937.752	132840
1940.659	133440
1943.564	140820
1946.468	132300
1949.371	131325
1952.273	131370
1955.174	130800
1958.074	129330
1960.973	132825
1963.871	133830
1966.767	129870
1969.663	134070
1972.557	136830
1975.451	136830
1978.343	130755
1981.234	130470
1984.124	131865
1987.013	135960
1989.901	131430
1992.788	133665
1995.673	132540
1998.558	129705
2001.442	133110
2004.324	134505
2007.206	129315
2010.086	129585
2012.965	134175
2015.843	135705
2018.72	130095
2021.596	129000
2024.471	133515
2027.345	130215
2030.218	133395
2033.089	131160
2035.96	129240
2038.83	128475
2041.698	130470
2044.565	127110
2047.432	130335
2050.297	125265
2053.161	130725
2056.024	127770
2058.886	125880
2061.747	130155
2064.607	129885
2067.466	128160
2070.323	125250
2073.18	126750
2076.036	129615
2078.89	126615
2081.743	128145
2084.596	131250
2087.447	133605
2090.297	129285
2093.146	127410
2095.995	125280
2098.842	130440
2101.688	119355
2104.532	128430
2107.376	125415
2110.219	125475
2113.061	127725
2115.902	131415
2118.741	125850
2121.58	121590
2124.417	128400
2127.254	121980
2130.089	120465
2132.923	118710
2135.756	117600
2138.589	124875
2141.42	123225
2144.25	125100
2147.079	120375
2149.907	122250
2152.734	121485
2155.56	121605
2158.384	123720
2161.208	115200
2164.031	124560
2166.852	119820
2169.673	117015
2172.492	119115
2175.311	125145
2178.128	116805
2180.945	123435
2183.76	119190
2186.574	116760
2189.387	119580
2192.2	122460
2195.011	115695
2197.821	121290
2200.63	118005
2203.438	123390
2206.245	125145
2209.051	120480
2211.856	122055
2214.659	123720
2217.462	119580
2220.264	121815
2223.065	118710
2225.864	122040
2228.663	121080
2231.46	130620
2234.257	127110
2237.052	122235
2239.847	127365
2242.64	125925
2245.433	124530
2248.224	120900
2251.014	126375
2253.803	121410
